EnsemblGeneID,GeneID,Var1,RHC3555__Bcell__#7DEA7B,RHC3557__Bcell__#7DEA7B,RHC3562__Bcell__#7DEA7B,RHC3594__Bcell__#7DEA7B,RHC3596__Bcell__#7DEA7B,RHC3600__Bcell__#7DEA7B,RHC3602__Bcell__#7DEA7B,RHC3633__Bcell__#7DEA7B,RHC4079__Fibroblast__#FB4E09,RHL2786__Bcell__#7DEA7B
ENSG00000164935,81501,chr8:105342551-105479281_DCSTAMP_ENSG00000164935.2,0,0,0,0,0,0,0,0,0,0
ENSG00000164938,94241,chr8:95825538-96128683_TP53INP1_ENSG00000164938.9,1.27512,202.183,22.195,0.303523,0.0414008,17.9381,1.23782,0.892168,61.8937,373.647
ENSG00000164941,55656,chr8:95825538-96128683_INTS8_ENSG00000164941.9,0,115.834,0,0,0,0,0,0,0,53.4717
ENSG00000164944,25962,chr8:95499920-95565757_KIAA1429_ENSG00000164944.7,0,0,0,0,0,0,0,4.5103,0,0
ENSG00000164946,158326,chr9:14734663-14910993_FREM1_ENSG00000164946.15,0,0,0,0,0,7.59366,0,0,88.7049,0
ENSG00000164949,2669,chr8:95261480-95274578_GEM_ENSG00000164949.3,0,0,0,0,0,0,0,0,0,0
ENSG00000164951,54704,chr8:94870034-94938294_PDP1_ENSG00000164951.11,0,0,0,0,0,0,0,0,0,0
ENSG00000164953,91147,chr8:94767071-94831462_TMEM67_ENSG00000164953.11,0,362.287,0,0,0,0,0,0,0,0
ENSG00000164961,9897,chr8:126036501-126379362_KIAA0196_ENSG00000164961.11,0,0,0,0.257909,0,0,0,0,0,0
ENSG00000164967,138716,chr9:34610482-34612101_RPP25L_ENSG00000164967.5,0,0,0,0,0,0,0,0,0,0
ENSG00000164970,203259,chr9:34398181-34520982_FAM219A_ENSG00000164970.10,0,0,0,0,0,0,0,0,0,0
ENSG00000164972,84688,chr9:34379016-34397830_C9orf24_ENSG00000164972.8,0,0,0,0,0,0,0,0,0,0
ENSG00000164975,6619,chr9:15422701-15511017_SNAPC3_ENSG00000164975.11,0,0.284107,0,0,3.62488,19.1028,0,0,0,0
ENSG00000164976,57462,chr9:34366667-34376851_KIAA1161_ENSG00000164976.8,0,0,0,0,0,0,0,0,0,0
ENSG00000164978,318,chr9:34329503-34343709_NUDT2_ENSG00000164978.13,0,0,47.3848,0,142.485,0,0,0,0,7.30982
ENSG00000164983,157378,chr8:125324230-125384933_TMEM65_ENSG00000164983.6,0,0,0,0,0,0,0,0,0,0
ENSG00000164985,11168,chr9:15422701-15511017_PSIP1_ENSG00000164985.10,0,1.42776,0,0,0,0,1.32506,3.44964,0,1.75443
ENSG00000164989,203238,chr9:15552894-16061661_CCDC171_ENSG00000164989.11,0,0,0,0,0,0.375419,0,0,0,0
ENSG00000165006,51271,chr9:34179002-34329198_UBAP1_ENSG00000165006.9,0,0.772135,0.479831,0,0,1.25232,0,0,0,0
ENSG00000165023,54769,chr9:93372113-93405386_DIRAS2_ENSG00000165023.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165025,6850,chr9:93564068-93660831_SYK_ENSG00000165025.10,0,0,0.444473,3.4307,0,0,0,0,0,88.566
ENSG00000165028,55335,chr9:107526437-107539738_NIPSNAP3B_ENSG00000165028.7,0,0,0,0,0,0,0,0,0,0
ENSG00000165029,19,chr9:107543282-107691173_ABCA1_ENSG00000165029.11,0,0,0,0,0,0,0,0,0,0
ENSG00000165030,4783,chr9:94171326-94186144_NFIL3_ENSG00000165030.3,0,8.67104,0,0,0,0,0,0,0,0
ENSG00000165046,137994,chr8:38243724-38267045_LETM2_ENSG00000165046.8,0,0,0,0,0,0,0,0,1.12957,0
ENSG00000165055,55798,chr7:128095893-128146656_METTL2B_ENSG00000165055.11,21.3297,0,0,0,14.6972,0.76699,136.558,0,0.140723,0
ENSG00000165059,5568,chr9:71627468-71629039_PRKACG_ENSG00000165059.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165060,2395,chr9:71650174-71715094_FXN_ENSG00000165060.7,0,0,0,0,0,0,0,0,0,0
ENSG00000165061,79698,chr8:40388108-40755352_ZMAT4_ENSG00000165061.10,0,0,0,0,0,0,0,0,0,0
ENSG00000165066,157848,chr8:41502696-41508855_NKX6-3_ENSG00000165066.11,0,0,0,0,0,0,0,0,0,0
ENSG00000165071,137835,chr8:133697252-133772958_TMEM71_ENSG00000165071.10,0,0,0,0,0,0,0,0,0,0
ENSG00000165072,256691,chr9:72658496-72873782_MAMDC2_ENSG00000165072.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165076,136242,chr7:141536085-141541287_PRSS37_ENSG00000165076.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165078,57094,chr8:68334359-68658620_CPA6_ENSG00000165078.7,0,0,0,0,0,0,0,0,0,0
ENSG00000165084,116328,chr8:69215702-69731257_C8orf34_ENSG00000165084.11,0,0,0,0,0,0,198.089,0,0,0
ENSG00000165091,117531,chr9:75136716-75451267_TMC1_ENSG00000165091.11,0,0,0,0,0,0,0,0,0,0
ENSG00000165092,216,chr9:75515577-75695358_ALDH1A1_ENSG00000165092.8,0,0,0,0,0,0,0,0,0,0
ENSG00000165097,221656,chr6:18155559-18224084_KDM1B_ENSG00000165097.9,0,0,0,0,0,0,0,0,1.80825,0
ENSG00000165102,138050,chr8:42995555-43057998_HGSNAT_ENSG00000165102.10,0,0,0,0,0,0,8.06553,0,0,0
ENSG00000165105,158158,chr9:85594499-85678092_RASEF_ENSG00000165105.9,0.585392,8.11651,0,0,0.702108,0,0,0,0,0
ENSG00000165113,80318,chr9:86354335-86444431_GKAP1_ENSG00000165113.8,0,0,0,0,0,0,0,0,0,0
ENSG00000165115,55582,chr9:86444570-86536342_KIF27_ENSG00000165115.10,0,1.12009,0,0,0,0,0.0703383,0,0,0
ENSG00000165118,84267,chr9:86553225-86571901_C9orf64_ENSG00000165118.10,0,0,0,0,0,0,0,0,0,0
ENSG00000165119,3190,chr9:86582997-86595569_HNRNPK_ENSG00000165119.14,10.7024,74.9854,51.4092,37.3348,0.560439,0.216109,0.351349,0,0,0
ENSG00000165120,136263,chr7:129847699-129856683_SSMEM1_ENSG00000165120.3,0,0,0,0,0,0,0,0,0,0
ENSG00000165124,79987,chr9:113127530-113342160_SVEP1_ENSG00000165124.13,0,0,0,0,0,0,0,0,0.02052,0
ENSG00000165125,55503,chr7:142568955-142590199_TRPV6_ENSG00000165125.13,0,0,0,0,0,0,0,0,0,0
ENSG00000165131,135927,chr7:142636439-142637955_C7orf34_ENSG00000165131.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165138,203286,chr9:101493610-101559247_ANKS6_ENSG00000165138.12,0,0,0,0,0,0,0,0,0,0
ENSG00000165140,2203,chr9:97365414-97402531_FBP1_ENSG00000165140.5,0,23.8222,30.1771,0,0.378856,0,0,0,0,4.40164
ENSG00000165152,84302,chr9:104230720-104295819_TMEM246_ENSG00000165152.4,0,0,0,0,0,0,0,0,0,0
ENSG00000165156,11244,chr8:124232195-124287781_ZHX1_ENSG00000165156.10,0,0,0,0,0,0,0,0,0,0
ENSG00000165164,286464,chrX:35937850-36008269_CXorf22_ENSG00000165164.8,0,0,0,0,0,0,0,0,0,0
ENSG00000165168,1536,chrX:37208527-38548169_CYBB_ENSG00000165168.6,0,0.343402,0,0,3.32499,0,0,0,0,1.34812
ENSG00000165169,6990,chrX:37208527-38548169_DYNLT3_ENSG00000165169.6,0,0,0,0,0,0,0,0,0.360163,0
ENSG00000165171,155368,chr7:73248919-73256865_WBSCR27_ENSG00000165171.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165175,58526,chrX:38660684-38665790_MID1IP1_ENSG00000165175.11,0,0,0,0,0,0,0,0,0,0
ENSG00000165178,654817,chr7:74572444-74587848_NCF1C_ENSG00000165178.8,0,0,0,0,0,0,0,0,0,0
ENSG00000165181,158401,chr9:114448452-114557288_C9orf84_ENSG00000165181.12,0,0,0,0,0,0,0,0,0,0
ENSG00000165182,254158,chrX:23851469-23957624_CXorf58_ENSG00000165182.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165185,158405,chr9:115142216-115431677_KIAA1958_ENSG00000165185.10,0,0,0,0,0,0,0,0,0,0
ENSG00000165186,139411,chrX:23352132-23422489_PTCHD1_ENSG00000165186.9,0,202.919,0,0,0,446.994,0,0,0,0
ENSG00000165188,138065,chr9:116059372-116065656_RNF183_ENSG00000165188.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165192,140456,chrX:15298052-15333778_ASB11_ENSG00000165192.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165194,57526,chrX:99546641-99665271_PCDH19_ENSG00000165194.10,0,0,0,0,0,0,0,0,0,0
ENSG00000165195,5277,chrX:15337572-15353676_PIGA_ENSG00000165195.9,0,0,0,0,0,0,0,0,0,468.125
ENSG00000165197,2277,chrX:15363712-15402498_FIGF_ENSG00000165197.4,0,0,0,0,0,0,0,0,0,0
ENSG00000165202,158131,chr9:125372193-125401964_OR1Q1_ENSG00000165202.2,0,0,0,0,0,0,0,0,0,0
ENSG00000165204,392392,chr9:125560667-125590910_OR1K1_ENSG00000165204.2,0,0,0,0,0,0,0,0,0,0
ENSG00000165209,55342,chr9:125871772-126030855_STRBP_ENSG00000165209.14,11.6584,1.03017,0,3.74319,18.144,4.25857,0.183426,223.291,0,71.9144
ENSG00000165215,1365,chr7:73183327-73184600_CLDN3_ENSG00000165215.5,0,21.3468,0,0,0,0,0,0,0,0
ENSG00000165219,26130,chr9:128024072-128129486_GAPVD1_ENSG00000165219.17,0,0,0,0,0,3.03185,0,9.87559,10.427,1.6884
ENSG00000165233,84270,chr9:95858499-95875565_C9orf89_ENSG00000165233.13,0,0,0,0,0,0,0,0,0,0
ENSG00000165238,65268,chr9:95947197-96108696_WNK2_ENSG00000165238.12,0,6.49429,0,0,62.9945,0,0,0,0,0
ENSG00000165240,538,chrX:77166193-77305892_ATP7A_ENSG00000165240.13,0,3.22654,0,8.46072,0,10.6504,0,1.35671,0,0
ENSG00000165244,195828,chr9:99148222-99180611_ZNF367_ENSG00000165244.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165246,22829,chrY:16634517-16957530_NLGN4Y_ENSG00000165246.8,0,0,0,0,0,0,0,0,0,0
ENSG00000165259,139324,chrX:83572881-83757487_HDX_ENSG00000165259.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165264,4712,chr9:32540541-32573160_NDUFB6_ENSG00000165264.6,0,0,0,0,0,332.85,2.43736,0,433.03,11.9092
ENSG00000165271,65083,chr9:33461438-33473928_NOL6_ENSG00000165271.12,0,0,0,0,0,0,0,0,0,0
ENSG00000165272,360,chr9:33441151-33447609_AQP3_ENSG00000165272.10,0,0,0,0,0,0,14.5069,0,0,0
ENSG00000165275,158234,chr9:37510888-38069210_TRMT10B_ENSG00000165275.5,0,0,0,0,0,0,0,0,98.2816,0
ENSG00000165280,7415,chr9:35056060-35073246_VCP_ENSG00000165280.11,0,1.05946,0,0,0,0,0.754222,0,64.204,0
ENSG00000165282,84720,chr9:35088684-35098138_PIGO_ENSG00000165282.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165283,30968,chr9:35099887-35103154_STOML2_ENSG00000165283.11,0,0,0,0,0,0,0,0,220.329,35.1427
ENSG00000165288,254065,chrX:79926352-80065187_BRWD3_ENSG00000165288.10,0,5.15195,0,0,0,0,0,0,0,0
ENSG00000165300,26050,chr13:88324869-88331871_SLITRK5_ENSG00000165300.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165304,9833,chr9:36572858-36677678_MELK_ENSG00000165304.3,0,0,0,0,0,0,0,0,0,5.775
ENSG00000165309,219681,chr10:23216952-23326518_ARMC3_ENSG00000165309.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165312,220213,chr10:23728197-23731308_OTUD1_ENSG00000165312.5,0,0,0,0,0,0,0.673989,0,0,0
ENSG00000165322,94134,chr10:32094364-32217742_ARHGAP12_ENSG00000165322.13,0,0,0,0,5.52867,0,0,0,0,0
ENSG00000165323,120114,chr11:92085261-92629618_FAT3_ENSG00000165323.11,0,0,0,0,0,0.113015,0,0,0,0
ENSG00000165325,159989,chr11:93063136-93171653_CCDC67_ENSG00000165325.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165338,143279,chr10:93170095-93274586_HECTD2_ENSG00000165338.12,0,0,0,0,0,0,0,0,0,0
ENSG00000165349,84889,chrX:70145431-70150975_SLC7A3_ENSG00000165349.7,0,0,0,0,0,0,0,0,0,0
ENSG00000165355,254170,chr14:39866872-39901704_FBXO33_ENSG00000165355.7,0,0,0,1.03694,0,0,0,0,0,0
ENSG00000165359,203522,chrX:134654007-134716435_DDX26B_ENSG00000165359.10,0,0,0,0,0,0,0,0,0,0
ENSG00000165370,83550,chrX:136112306-136113833_GPR101_ENSG00000165370.1,0,0,0,0,0,0,0,0,0,0
ENSG00000165376,9075,chrX:106045909-106243474_CLDN2_ENSG00000165376.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165379,145581,chr14:42076772-42373752_LRFN5_ENSG00000165379.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165383,474354,chr10:49892920-50323554_LRRC18_ENSG00000165383.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165389,171546,chr14:34393436-34931980_SPTSSA_ENSG00000165389.6,0,0,0,0,0.0438564,0,0,1.57364,0,0
ENSG00000165392,7486,chr8:30891316-31034683_WRN_ENSG00000165392.5,0,0,0,0,1.74931,0,0,0,0,0
ENSG00000165406,220972,chr10:45950034-46090354_MARCH8_ENSG00000165406.11,0.7221,0,0,401.504,0,10.5242,0.251634,0,0,0
ENSG00000165409,7253,chr14:80943329-81636758_TSHR_ENSG00000165409.11,0,0,0,0,0,0,0,0,0,0
ENSG00000165410,1073,chr14:35179592-35184029_CFL2_ENSG00000165410.10,0,0,0,0,0,18.9108,82.2063,1.47008,0,0
ENSG00000165416,10910,chr13:53226843-53275044_SUGT1_ENSG00000165416.10,0,18.9881,0,0.0162609,0.00790045,0.579631,0,0,0.615442,81.5003
ENSG00000165417,2957,chr14:81641795-81687721_GTF2A1_ENSG00000165417.7,0.950804,0,0,1.11039,0.220922,0,0,0,0.0139747,614.687
ENSG00000165424,219654,chr10:81142080-81205383_ZCCHC24_ENSG00000165424.6,0,0,0,0,0,0,0,0,1.31809,0
ENSG00000165434,283209,chr11:74041362-74197096_PGM2L1_ENSG00000165434.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165443,84457,chr10:60936349-61122939_PHYHIPL_ENSG00000165443.7,0,0,0,0,0,0,0,0,0,0
ENSG00000165449,220963,chr10:61410522-61495760_SLC16A9_ENSG00000165449.7,0,0.470583,0,0,0,0,0,0,0,0
ENSG00000165457,2350,chr11:71927644-71932994_FOLR2_ENSG00000165457.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165458,3636,chr11:71934744-71956708_INPPL1_ENSG00000165458.9,0,0,0,0,0,0,0,0,6.62281,0
ENSG00000165462,401,chr11:71934744-71956708_PHOX2A_ENSG00000165462.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165471,4153,chr10:54525139-54531460_MBL2_ENSG00000165471.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165474,2706,chr13:20761608-20767037_GJB2_ENSG00000165474.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165475,51084,chr13:20977805-21099996_CRYL1_ENSG00000165475.9,0,0,0,52.2523,0,2.75361,0,0,0,0
ENSG00000165476,221035,chr10:65281122-65384883_REEP3_ENSG00000165476.8,0,0,0.0762462,0,0.246799,40.472,0,0.108443,0,0
ENSG00000165478,220296,chr11:124789088-124806308_HEPACAM_ENSG00000165478.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165480,221150,chr13:21727733-21750741_SKA3_ENSG00000165480.11,0,0,0,0,0,0,0,0,0,0
ENSG00000165487,221154,chr13:22066835-22178353_MICU2_ENSG00000165487.9,0,0,0,103.911,0,0,0,0,0,21.5252
ENSG00000165490,220042,chr11:82534543-82782965_C11orf82_ENSG00000165490.8,0,0,0,0,0,0,0,0,0,0
ENSG00000165494,51585,chr11:82868029-83134559_PCF11_ENSG00000165494.6,2.0651,38.8762,4.15638,0.0851683,26.6669,0,0,0,0,0
ENSG00000165495,63876,chr11:125034582-125303285_PKNOX2_ENSG00000165495.11,0,0,0,0,0,0,0,0,0,0
ENSG00000165496,140801,chr14:47120221-47121028_RPL10L_ENSG00000165496.3,0,0,0,0,0,0,0,0,0,0
ENSG00000165501,122769,chr14:50043389-50081390_LRR1_ENSG00000165501.12,0,0,0,0,0,10.1186,0,0,0,0
ENSG00000165502,6166,chr14:50085236-50087403_RPL36AL_ENSG00000165502.6,106.62,208.302,366.12,391.813,76.9448,1.50882,259.437,346.124,429.707,1892.35
ENSG00000165506,55172,chr14:50091891-50101948_DNAAF2_ENSG00000165506.10,0,0,0,643.718,0,0,0,0,0,0
ENSG00000165507,11067,chr10:45306471-45491339_C10orf10_ENSG00000165507.8,0,0,0,0,0,0,0,0,0,0
ENSG00000165509,139081,chrX:140926101-140985618_MAGEC3_ENSG00000165509.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165511,220979,chr10:45493145-45676875_C10orf25_ENSG00000165511.4,0,0,0,0,0,0,0,0,0,0
ENSG00000165512,7570,chr10:45493145-45676875_ZNF22_ENSG00000165512.4,0,1.59084,46.6921,0,0,0,0,0,0.0456869,9.45833
ENSG00000165516,23588,chr14:50234325-50249909_KLHDC2_ENSG00000165516.6,0,3.01228,0,0,0,0,0,0,0,4.07121
ENSG00000165521,161436,chr14:89029252-89259096_EML5_ENSG00000165521.11,0,0.46848,0,0,0,0,0,0,0,0
ENSG00000165525,9147,chr14:50249996-50319921_NEMF_ENSG00000165525.13,0,37.1454,0,151.684,0.148654,0,0,106.473,189.037,27.8949
ENSG00000165526,84881,chr11:126071992-126148026_RPUSD4_ENSG00000165526.4,0,0,0,0,0,0,0.701255,0,0,0
ENSG00000165527,382,chr14:50359809-50361490_ARF6_ENSG00000165527.5,26.3594,2.83148,114.37,1.05128,1.81447,254.289,1.04555,157.422,3.84042,24.1142
ENSG00000165533,123016,chr14:89290496-89344335_TTC8_ENSG00000165533.14,0,0,0,0,0,0,0,0,0,0
ENSG00000165548,57156,chr14:77564439-77725838_TMEM63C_ENSG00000165548.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165553,58157,chr14:77731825-77737655_NGB_ENSG00000165553.4,0,0,0,0,0,0,0,0,0,0
ENSG00000165555,122945,chr14:77860363-77889860_NOXRED1_ENSG00000165555.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165556,1045,chr13:28536273-28545276_CDX2_ENSG00000165556.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165566,219287,chr13:25735821-25746426_AMER2_ENSG00000165566.11,0,0,0,0,0,0,0,0,0,0
ENSG00000165568,83592,chr10:4828820-4890254_AKR1E2_ENSG00000165568.13,0,0,0,0,0,0,0,0,0,0
ENSG00000165572,89890,chr13:41701704-41706882_KBTBD6_ENSG00000165572.6,0,2.35618,0,0,105.689,0,0,0,0,8.9349
ENSG00000165583,6758,chrX:48045655-48056199_SSX5_ENSG00000165583.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165584,10214,chrX:48205862-48216142_SSX3_ENSG00000165584.11,0,0,0,0,0,0,0,0,0,0
ENSG00000165588,5015,chr14:57267424-57277197_OTX2_ENSG00000165588.12,0,0,0,0,0,0,0,0,0,0
ENSG00000165591,158584,chrX:57313138-57515629_FAAH2_ENSG00000165591.6,0,0,309.424,0,0,0,0,0,0,0
ENSG00000165606,644168,chr10:50572236-50603497_DRGX_ENSG00000165606.4,0,0,0,0,0,0,0,0,0,0
ENSG00000165609,11164,chr10:12171635-12292588_NUDT5_ENSG00000165609.8,0,0,0,0,0,0,0.0934255,0,0,261.496
ENSG00000165617,51339,chr14:59100684-59115039_DACT1_ENSG00000165617.10,0,0,0,0,0,0,0,0,3.85719,0
ENSG00000165621,27199,chr13:97637972-97646984_OXGR1_ENSG00000165621.4,0,0,0,0,0,0,0,0,0,0
ENSG00000165623,221044,chr10:13263766-13276334_UCMA_ENSG00000165623.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165626,222389,chr10:13480483-13572262_BEND7_ENSG00000165626.12,0,0.27271,0,0,0,0,0.321618,0,0,0
ENSG00000165629,509,chr10:7830091-7849778_ATP5C1_ENSG00000165629.15,481.744,129.481,84.2029,3.40327,22.1623,0,0,3.08546,22.0944,0
ENSG00000165630,8559,chr10:13628926-14504141_PRPF18_ENSG00000165630.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165632,83860,chr10:7860466-8058590_TAF3_ENSG00000165632.7,0,4.70207,0,0,0.397048,0,0,0,0,3.57001
ENSG00000165633,196740,chr10:49892920-50323554_VSTM4_ENSG00000165633.8,0,0,0,0,0,0,0,0,0,0
ENSG00000165637,7417,chr10:76969911-76991206_VDAC2_ENSG00000165637.9,0,0,390.476,0,2.17683,0,0,0,110.951,0
ENSG00000165643,402381,chr9:138585252-138591374_SOHLH1_ENSG00000165643.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165644,118881,chr10:76993726-76995788_COMTD1_ENSG00000165644.6,0,0,0,7.42142,0,0,12.3339,0,0,0
ENSG00000165646,6571,chr10:118999110-119038941_SLC18A2_ENSG00000165646.7,0,0,0,0,4.47813,0,0,0,0,0
ENSG00000165650,118987,chr10:119039999-119134978_PDZD8_ENSG00000165650.7,0,0.279357,0,0,0.347077,4.89987,5.20023,0,0,0
ENSG00000165655,84858,chr10:77029576-77171600_ZNF503_ENSG00000165655.14,0,0,0,0,0,0,0,0,0,0
ENSG00000165660,23172,chr10:126490353-126525239_FAM175B_ENSG00000165660.7,0,0,0,0,1.16887,0,0,0,0,0
ENSG00000165661,169714,chr9:139098178-139137687_QSOX2_ENSG00000165661.11,0,0,0,0.112828,0,0,0,0,0,3.85196
ENSG00000165669,63877,chr10:120065400-120101840_FAM204A_ENSG00000165669.9,0,0,0,29.2567,0,0,354.801,0,0.136314,0
ENSG00000165671,64324,chr5:176560025-176727216_NSD1_ENSG00000165671.14,0,0,0,0,0,0,0,0,0,0.7425
ENSG00000165672,10935,chr10:120927214-120938345_PRDX3_ENSG00000165672.5,0,0,0.294525,0,181.683,0,170.849,199.848,0,112.245
ENSG00000165675,10495,chrX:129757349-130037208_ENOX2_ENSG00000165675.12,0,0,0,0,0.434476,0,0,0,0,17.9513
ENSG00000165678,27069,chr10:85898175-85913001_GHITM_ENSG00000165678.15,0.733041,0,0,49.3672,0,0.331886,4.73257,0,116.112,92.2636
ENSG00000165682,51266,chr12:10100735-10183205_CLEC1B_ENSG00000165682.10,0,0,0,0,0,0,0,0,0,0
ENSG00000165684,6621,chr9:139270028-139293249_SNAPC4_ENSG00000165684.3,0,0,0,0,0,0,0,0,0,0
ENSG00000165685,120939,chr12:10310901-10344400_TMEM52B_ENSG00000165685.4,0,0,0,0,0,0,0,0,0,0
ENSG00000165688,23203,chr9:139305109-139318213_PMPCA_ENSG00000165688.7,5.78498,0,0,0,0,0,0,0,0,0
ENSG00000165689,10807,chr9:139296376-139305061_SDCCAG3_ENSG00000165689.12,0,0,0,0,0,0,0,0,0,0
ENSG00000165694,90167,chrX:131211020-131262048_FRMD7_ENSG00000165694.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165695,158067,chr9:135600964-135765588_AK8_ENSG00000165695.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165698,11092,chr9:135600964-135765588_C9orf9_ENSG00000165698.11,0,1.25351,0,0,0.630774,0.497688,0,0,0,0
ENSG00000165699,7248,chr9:135766734-135820020_TSC1_ENSG00000165699.9,0,0,0,0.0900922,0.234567,0,0,0,0,0
ENSG00000165702,8328,chr9:135820931-135867083_GFI1B_ENSG00000165702.8,0,0,0,0,0,0,0,0,0,0
ENSG00000165704,3251,chrX:133594182-133654543_HPRT1_ENSG00000165704.10,0,5.86281,4.00134,0.196722,3.25792,0,0,0,0,0
ENSG00000165714,118426,chr12:12510012-12619840_LOH12CR1_ENSG00000165714.6,0,0,0,0,0,0,0,0,0,0
ENSG00000165716,138311,chr9:139607021-139622636_FAM69B_ENSG00000165716.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165724,116225,chr9:140476530-140484942_ZMYND19_ENSG00000165724.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165730,219736,chr10:70587297-70655188_STOX1_ENSG00000165730.10,0,0,0,0,0,0,0,0,0,0
ENSG00000165731,5979,chr10:43572474-43625799_RET_ENSG00000165731.13,0,0,0,0,0,0,0,0,0,0
ENSG00000165732,9188,chr10:70715883-70744829_DDX21_ENSG00000165732.8,13.1032,6.11561,0.471563,10.6082,0.454368,0.139013,22.1309,0,1.92703,38.2066
ENSG00000165733,9790,chr10:43278248-43330385_BMS1_ENSG00000165733.7,0,0.935205,0,0,0.0385427,0.0732816,0,0.0773194,5.68197,0
ENSG00000165752,282974,chr10:134020995-134145351_STK32C_ENSG00000165752.12,0,0,0,0,0,0,0,0,0,0
ENSG00000165757,57608,chr10:30301728-30404423_KIAA1462_ENSG00000165757.8,0,0,0,0,0,18.2046,0,0,0,0
ENSG00000165762,390431,chr14:20344390-20345468_OR4K2_ENSG00000165762.2,0,0,0,0,0,0,0,0,0,0
ENSG00000165775,65991,chrX:154064062-154288578_FUNDC2_ENSG00000165775.13,0,60.213,892.414,0,0,0,0,0,0,91.6022
ENSG00000165782,90809,chr14:20923349-20929771_TMEM55B_ENSG00000165782.6,0,0,0,0,0,0,0,0,15.423,0
ENSG00000165792,64745,chr14:21457928-21467322_METTL17_ENSG00000165792.13,0,0,1.73229,0,8.99346,0,0,478.147,396.798,17.7685
ENSG00000165794,29986,chr14:21467413-21470030_SLC39A2_ENSG00000165794.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165795,57447,chr14:21484921-21572881_NDRG2_ENSG00000165795.16,0,7.72503,0,0,0,0,0,0,0,0
ENSG00000165799,84659,chr14:21484921-21572881_RNASE7_ENSG00000165799.4,0,0,0,0,0,0,0,0,0,0
ENSG00000165801,55701,chr14:21484921-21572881_ARHGEF40_ENSG00000165801.5,0,0,0,0,0,0,0,0,0,0
ENSG00000165802,26012,chr9:140342021-140353786_NSMF_ENSG00000165802.15,0,0,0,0,0,0,0,0,0,0
ENSG00000165804,51222,chr14:21484921-21572881_ZNF219_ENSG00000165804.11,0,0,0,0,0,0,0,0,4.1506,0
ENSG00000165805,160419,chr12:88373815-88535993_C12orf50_ENSG00000165805.5,0,0.746575,0,0,0.0342721,0.586231,0.22217,1.07551,0.101529,0
ENSG00000165806,840,chr10:115438941-115490662_CASP7_ENSG00000165806.15,0,0,0,0,0.808834,0,0,0,0,0
ENSG00000165807,145376,chr14:65016619-65063254_PPP1R36_ENSG00000165807.3,0,0,0,0,0,0,0,0,0,0
ENSG00000165810,153579,chr5:180467224-180488523_BTNL9_ENSG00000165810.12,0,0,0,0,1.26839,0,0,0,0,0
ENSG00000165813,55088,chr10:115880620-115933979_C10orf118_ENSG00000165813.12,0,25.1936,0,0.32343,31.9382,0,15.0238,0,2.70374,9.65054
ENSG00000165816,340706,chr10:115999017-116051272_VWA2_ENSG00000165816.8,0,0,0,0,0,0,0,0,0,0
ENSG00000165819,56339,chr14:21927178-21979517_METTL3_ENSG00000165819.7,0,0,4.57285,0.239959,0,0,0,0,0,4.40423
ENSG00000165821,6297,chr14:21989231-22005350_SALL2_ENSG00000165821.7,0,0,0,0,0,0,0,0,0,0
ENSG00000165828,118471,chr10:135093134-135166187_PRAP1_ENSG00000165828.9,0,0,0,0,0,0,0,0,0,0
ENSG00000165832,142940,chr10:116697951-116737430_TRUB1_ENSG00000165832.4,0,0,0,0,0,0,0,0,0,0
