EnsemblGeneID,GeneID,Var1,RHC3546__Tcell__#C6E879,RHC4045__MastCell__#E596C5,RHC4053__Tcell__#C6E879,RHC4747__Tcell__#C6E879,RHC4771__Tcell__#C6E879,RHC4776__Tcell__#C6E879,RHC4804__Tcell__#C6E879,RHL2752__Tcell__#C6E879,RHC5620__Tcell__#C6E879,RHC5646__Tcell__#C6E879,RHC5699__Tcell__#C6E879,RHC5702__Tcell__#C6E879,RHC5827__Tcell__#C6E879,RHC5910__Tcell__#C6E879,RHC5982__Tcell__#C6E879,RHC5995__Tcell__#C6E879,RHC6004__Tcell__#C6E879
ENSG00000167916,192666,chr17:38854242-38860002_KRT24_ENSG00000167916.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167920,147184,chr17:38974368-38992522_TMEM99_ENSG00000167920.4,0,0,0,0,0,0,0.841587,23.6838,0,0,0,0,0,0,0,0,0
ENSG00000167925,84514,chr17:40340816-40346531_GHDC_ENSG00000167925.11,0,0,0,0,9.95378,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167930,83986,chr16:284544-333003_ITFG3_ENSG00000167930.11,0,76.8593,0,0,0,0,0,0,0,0,0,3.55934,0,0,0,0,0
ENSG00000167941,50964,chr17:41831098-41836156_SOST_ENSG00000167941.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167962,90850,chr16:2047654-2059824_ZNF598_ENSG00000167962.8,0,0,0,0,15.9834,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167964,25837,chr16:2190803-2204166_RAB26_ENSG00000167964.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167965,64223,chr16:2254248-2261951_MLST8_ENSG00000167965.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167967,1877,chr16:2273566-2288712_E4F1_ENSG00000167967.11,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5354,0,0,0
ENSG00000167968,1775,chr16:2273566-2288712_DNASE1L2_ENSG00000167968.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167969,1632,chr16:2289395-2302301_ECI1_ENSG00000167969.8,2.51813,0,0,12.479,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167971,57524,chr16:2205698-2246526_CASKIN1_ENSG00000167971.14,0,0,0,0,0,0,0,0,0,0,11.2575,0,0,0,0,0,0
ENSG00000167972,21,chr16:2325881-2476700_ABCA3_ENSG00000167972.9,0,0,0,0,0,0,0,0,1.36134,0,0,0,0,0,0,0,0
ENSG00000167977,54442,chr16:2732475-2759031_KCTD5_ENSG00000167977.4,0,0,0,0,15.0804,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167978,23524,chr16:2787076-2827298_SRRM2_ENSG00000167978.12,604.88,493.777,0,59.8498,257.133,0,10.0326,0,1123.37,16.4607,93.2994,0,979.531,0,518.779,846.192,606.717
ENSG00000167981,146434,chr16:3415098-3627401_ZNF597_ENSG00000167981.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167984,197358,chr16:3415098-3627401_NLRC3_ENSG00000167984.12,25.6622,0,0,0.688935,0,0,0,14.6818,0,0,0,0,0.113899,0,0,6.6304,0
ENSG00000167985,54949,chr11:61170120-61258403_SDHAF2_ENSG00000167985.2,0,0,0,0,46.2271,0,0,0,0,1207.42,588.413,0,0,0,0,0,0
ENSG00000167986,1642,chr11:61066922-61136981_DDB1_ENSG00000167986.9,0,0,0,0,0,371.883,59.3552,4.37441,0.46447,0,0,0,0,1.71528,0.733832,0,147.968
ENSG00000167987,55048,chr11:60897727-60929089_VPS37C_ENSG00000167987.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167992,220001,chr11:61025761-61062896_VWCE_ENSG00000167992.8,0,0,0,0,0,0,0,0,1.36694,2.01211,0,0,0,0,0,0,0
ENSG00000167994,5866,chr11:61664772-61687741_RAB3IL1_ENSG00000167994.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167995,7439,chr11:61717292-61735132_BEST1_ENSG00000167995.11,0,0.554157,0,0.370902,0,0.423161,0,0,0.491992,0.240924,0.653435,0,0,0.293116,0,0.203111,0
ENSG00000167996,2495,chr11:61717292-61735132_FTH1_ENSG00000167996.11,232.091,1911.03,10.8497,390.851,53.3215,133.629,14.0405,0,519.759,132.654,485.546,546.865,0.634924,1.76439,0,920.414,195.363
ENSG00000168000,26580,chr11:62457746-62494856_BSCL2_ENSG00000168000.10,0,0,0,0,1204.33,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168002,5436,chr11:62529015-62534182_POLR2G_ENSG00000168002.7,700.225,0,0,135.112,0,0,0,0,0,0,0,737.575,0,9109.89,0,0,1739.7
ENSG00000168003,6520,chr11:62623517-62656352_SLC3A2_ENSG00000168003.12,0,0,120.654,0,0,0,0,0,0,177.276,0,56.4636,0,0,0,379.782,0
ENSG00000168004,117245,chr11:63228875-63258666_HRASLS5_ENSG00000168004.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168005,144097,chr11:63580859-63595190_C11orf84_ENSG00000168005.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5603
ENSG00000168010,89849,chr11:72525352-72853306_ATG16L2_ENSG00000168010.6,0,0,0,1.35128,0,0,0,0,0,8.45315,0,0,0,0,0.790053,0,0
ENSG00000168014,26005,chr11:73723762-74035750_C2CD3_ENSG00000168014.12,2.11055,0,0,0,0,2.99622,1.61941,0,0,0.781091,0.84829,0,0.24578,3.21811,0,1.22279,0
ENSG00000168016,9881,chr3:36868310-36986548_TRANK1_ENSG00000168016.9,0,0,703.238,0,0,25.9669,0,0,0,0,0,20.1515,0,0,0,0,13.1107
ENSG00000168026,199223,chr3:39093488-39180394_TTC21A_ENSG00000168026.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168028,3921,chr3:39448179-39454033_RPSA_ENSG00000168028.9,55.0967,0,62.3117,55.5447,7.65491,6.46636,97.4288,13.9053,413.269,29.9373,0,1.21966,335.402,3.66601,1119.01,236.396,481.444
ENSG00000168032,956,chr3:40355292-40494820_ENTPD3_ENSG00000168032.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168036,1499,chr3:41236327-42003922_CTNNB1_ENSG00000168036.12,69.73,735.15,74.5672,110.665,204.688,3.87349,250.804,95.3697,24.8495,102.162,116.806,100.953,1.41592,1.78607,62.1492,58.7082,9.56699
ENSG00000168038,54986,chr3:41236327-42003922_ULK4_ENSG00000168038.6,0,0,0,0,0,0,0,0,0,16.4302,0,1.73256,0,0,0,0,0
ENSG00000168040,8772,chr11:70049268-70053496_FADD_ENSG00000168040.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168056,4054,chr11:65306275-65326401_LTBP3_ENSG00000168056.10,0,0,0,0,33.6255,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168060,10004,chr11:64808372-64826021_NAALADL1_ENSG00000168060.10,6.40234,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2706,0,0
ENSG00000168061,29901,chr11:64808372-64826021_SAC3D1_ENSG00000168061.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168062,116071,chr11:64755414-64764517_BATF2_ENSG00000168062.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168065,55867,chr11:64323097-64340347_SLC22A11_ENSG00000168065.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168066,7536,chr11:64532077-64546258_SF1_ENSG00000168066.16,0,72.4788,0,23.3929,0,12.2973,22.2849,0,0,0,0,0,0,1609.72,0,0,7.00212
ENSG00000168067,5871,chr11:64556289-64570713_MAP4K2_ENSG00000168067.7,0,0,0,0,0,0,0,0,0,157.226,0,0,0,0,0,191.361,0
ENSG00000168070,283129,chr11:64704988-64739557_C11orf85_ENSG00000168070.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168071,283234,chr11:64107694-64125006_CCDC88B_ENSG00000168071.17,79.3122,0,0,3.89881,0,0,0,0,0,0,0,0,0,0,1143.86,0,0
ENSG00000168077,51435,chr8:27491384-27534293_SCARA3_ENSG00000168077.9,0.350537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168078,55872,chr8:27590834-27695612_PBK_ENSG00000168078.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168079,286133,chr8:27727398-27850244_SCARA5_ENSG00000168079.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168081,5368,chr8:28107579-28200872_PNOC_ENSG00000168081.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168090,10980,chr7:99686576-99689823_COPS6_ENSG00000168090.5,0,0,0,0,0,0,1.64659,442.607,177.023,0,0,318.125,0,0,1.38852,0,1055.31
ENSG00000168092,5049,chr11:117014982-117047610_PAFAH1B2_ENSG00000168092.9,0,288.991,0.0837587,0,0,0,9.35939,606.404,0,669.433,0,0,0,0,0,203.123,515.407
ENSG00000168096,124401,chr16:4746512-4817625_ANKS3_ENSG00000168096.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168101,84309,chr16:4743694-4745860_NUDT16L1_ENSG00000168101.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168116,57691,chr6:56911346-56920023_KIAA1586_ENSG00000168116.9,0,0,0,0,0,0,0,0,0,79.3096,0,0,0,0,0,0,0
ENSG00000168118,5867,chr1:229394027-229441641_RAB4A_ENSG00000168118.7,0,0,0,23.3742,0,0,0,0,0,0,0,0,0,0.332922,0,0,0
ENSG00000168124,4992,chr16:3238211-3286221_OR1F1_ENSG00000168124.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168131,81697,chr6:27878962-27880174_OR2B2_ENSG00000168131.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168135,3761,chr22:38820292-38851205_KCNJ4_ENSG00000168135.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168137,55209,chr3:9022274-9520924_SETD5_ENSG00000168137.11,0,12.7869,0.25499,0,0,0,0,0,0,0,0.963627,205.331,0,0.177718,0,0,0
ENSG00000168140,114990,chr16:4364761-4475706_VASN_ENSG00000168140.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168143,222584,chr6:54711568-54806820_FAM83B_ENSG00000168143.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348392,0,0
ENSG00000168148,8290,chr1:228612545-228613026_HIST3H3_ENSG00000168148.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168152,79725,chr4:83739813-83934079_THAP9_ENSG00000168152.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168158,4993,chr16:3405888-3406924_OR2C1_ENSG00000168158.2,215.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168159,149603,chr1:228674761-228683467_RNF187_ENSG00000168159.9,0,67.7627,0,0,2.15271,0,99.0494,0,0,0,0,0,0,0,0,0,0
ENSG00000168172,84376,chr8:42704779-42940931_HOOK3_ENSG00000168172.4,0,445.584,0,5.85703,525.753,55.9417,0,0,0,0.0685972,0,0,0.1902,0.0648624,21.201,0,0
ENSG00000168175,93487,chr14:55518348-55536910_MAPK1IP1L_ENSG00000168175.10,1.34278,0,22.8079,64.3251,34.3893,0,310.378,0,444.672,3.57788,0,100.403,1357.49,13.3353,0,0,11.2954
ENSG00000168209,54541,chr10:74033677-74035794_DDIT4_ENSG00000168209.4,0,26.6112,0,6.35048,0,0,0,0,3.90788,0,0,0,0,6.55606,0,6.02475,1.33898
ENSG00000168214,3516,chr4:26165076-26436541_RBPJ_ENSG00000168214.16,735.878,2.40504,92.1313,11.9044,0,1096.77,0,4120.19,43.3663,0,240.472,5247.53,900.266,4197.07,386.61,706.514,847.933
ENSG00000168216,55788,chr6:70385693-70507003_LMBRD1_ENSG00000168216.6,0,0.132756,0,0,0,0,0,0,13.4274,0,1.13272,65.065,0.527787,0,0.519442,1818.77,1.31173
ENSG00000168228,29063,chr4:25314406-25372005_ZCCHC4_ENSG00000168228.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168229,5729,chr14:52734430-52743442_PTGDR_ENSG00000168229.3,0,0,24.2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168234,125488,chr18:21572736-21715574_TTC39C_ENSG00000168234.8,195.732,0,126.447,0.812393,0,0,52.2841,351.6,527.341,0,0,0.109586,0,0,0.566796,0,463.585
ENSG00000168237,132158,chr3:52288436-52333083_GLYCTK_ENSG00000168237.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4964
ENSG00000168243,2786,chr1:235710986-235814054_GNG4_ENSG00000168243.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168246,92181,chr5:171636643-171711075_UBTD2_ENSG00000168246.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168256,28511,chr17:40118758-40217383_NKIRAS2_ENSG00000168256.13,1.57273,0,0,0,0,0,0,0,0,0,0,0,0,4.80978,0,0,0
ENSG00000168259,7266,chr17:40118758-40217383_DNAJC7_ENSG00000168259.10,273.227,0,0,3.28491,0,0,235.283,0,0,0,0,0,46.6282,4705.67,0,0,10.4137
ENSG00000168263,169522,chr9:2717501-2844241_KCNV2_ENSG00000168263.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168264,359948,chr1:234740014-234745271_IRF2BP2_ENSG00000168264.6,108.402,0,0,34.1204,0,0,0,56.81,485.073,0,0,17.5723,18.7907,0.25363,0,0,190.89
ENSG00000168267,256297,chr10:23481255-23483181_PTF1A_ENSG00000168267.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168268,64943,chr3:52529353-52742182_NT5DC2_ENSG00000168268.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168269,2299,chr5:169532900-169536727_FOXI1_ENSG00000168269.7,0,0,0,0,0,0,0,0,0,0,0,0,0.276259,0,0,0,0
ENSG00000168273,440957,chr3:52529353-52742182_SMIM4_ENSG00000168273.3,3.20672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168275,388753,chr1:234507931-234519795_COA6_ENSG00000168275.10,0,0,32.6499,0,0,0,0,0,0,0,0,835.612,0,0,0,0,26.576
ENSG00000168280,3800,chr2:149624038-149883273_KIF5C_ENSG00000168280.12,0,0,0,19.0277,0,0,0,0,0,0,0,1.29228,0,0,0,0,0
ENSG00000168282,4247,chr14:50087488-50090198_MGAT2_ENSG00000168282.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168283,648,chr10:22604902-22620413_BMI1_ENSG00000168283.9,0,0.172682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168286,57215,chr16:67840667-67906470_THAP11_ENSG00000168286.1,0,0,0,0,0,0,0,0,0,0,0.320049,0,0,0,0,0,0
ENSG00000168288,27249,chr2:150426147-150715705_MMADHC_ENSG00000168288.8,0,0,0,2.4851,0,0,0,0,0,0,0,0,0,0,0,443.802,0
ENSG00000168291,5162,chr3:58413356-58419584_PDHB_ENSG00000168291.8,0,0,0,63.5172,0,0,0,0,0,10.2005,0,157.916,0,0,0,0,0
ENSG00000168297,54899,chr3:58318606-58411748_PXK_ENSG00000168297.11,0,0,0,0,0,0,513.503,0,0.767189,0,0,0,0,0,0,0,0
ENSG00000168298,3008,chr6:26156558-26157343_HIST1H1E_ENSG00000168298.4,77.0474,0,0,7.19499,579.698,0,0,0,0,252.25,0,346.72,0,0,0,330.639,204.818
ENSG00000168300,115294,chr8:52730139-52811735_PCMTD1_ENSG00000168300.9,13.5597,0,0,0,0,0,0.739975,0,0.959303,0,0,0,0,0,0,0,12.1465
ENSG00000168301,200845,chr3:58477840-58488087_KCTD6_ENSG00000168301.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168303,136647,chr7:40165621-40174258_MPLKIP_ENSG00000168303.6,0.140136,0,0,0,0,0,0,0.685012,0,0,0,0,0.0520488,0,0,0,0
ENSG00000168306,8309,chr3:58490862-58523046_ACOX2_ENSG00000168306.8,4.31732,0,0,0,0,0,0,15.2064,0,0,0,0,0,0,0,0,0
ENSG00000168309,11170,chr3:58549843-58652575_FAM107A_ENSG00000168309.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168310,3660,chr4:185308866-185395734_IRF2_ENSG00000168310.6,0,0,0,0,0,2007.79,1774.26,0,0,0,9.95152,0,0,0,0,5.70164,25.8902
ENSG00000168314,4336,chr3:39508688-39570970_MOBP_ENSG00000168314.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168329,1524,chr3:39304984-39323226_CX3CR1_ENSG00000168329.9,0,0,0,0,0,0,0,0,0,305.506,0,0,0,0,0,0,0
ENSG00000168333,492307,chr8:49966869-49988649_C8orf22_ENSG00000168333.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168334,165904,chr3:39224700-39234087_XIRP1_ENSG00000168334.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168348,84684,chr14:36003247-36006260_INSM2_ENSG00000168348.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168350,123099,chr14:100612755-100626500_DEGS2_ENSG00000168350.6,0,0,0,0,0,0,0,0,0,0,0,0,0.809534,0,0,0,0
ENSG00000168356,11280,chr3:38887259-38992052_SCN11A_ENSG00000168356.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168367,732275,chr16:86365449-86383289_LINC00917_ENSG00000168367.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168374,378,chr3:57557089-57586654_ARF4_ENSG00000168374.6,0,0,1.78997,0,0,0,0,175.033,4.63624,0,0,128.952,0,0,0,0,0
ENSG00000168385,4735,chr2:242166678-242293442_SEPT2_ENSG00000168385.13,331.089,0,0,67.5625,454.041,0,873.886,127.966,542.206,428.575,0,348.03,0,0,157.151,0.58911,30.0957
ENSG00000168386,11259,chr3:99536677-99897447_FILIP1L_ENSG00000168386.14,0,0.352733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168389,84879,chr1:40420801-40435638_MFSD2A_ENSG00000168389.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168393,1841,chr2:242615156-242626406_DTYMK_ENSG00000168393.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168394,6890,chr6:32808493-32827362_TAP1_ENSG00000168394.9,854.51,0,0,0,14.5503,0,0,0,0,0.498797,0,0,6.68251,0,0,1.32533,243.33
ENSG00000168395,84289,chr2:242641449-242668893_ING5_ENSG00000168395.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168397,23192,chr2:242523819-242613272_ATG4B_ENSG00000168397.12,0,0,0,0,0,0,334.799,0,0,0,0,0,0,0,0,0,0
ENSG00000168398,624,chr14:96671015-96735304_BDKRB2_ENSG00000168398.5,0.28218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168404,197259,chr16:74705752-74734858_MLKL_ENSG00000168404.8,41.1419,0,0,0,0,0,0,0,0,0,0,0,0,0,467.879,0,12.5653
ENSG00000168411,55159,chr16:74655291-74700779_RFWD3_ENSG00000168411.9,0,0,0,0,0,0.304201,0,0,0,0,0,0,0,0,0,4.45028,0.480394
ENSG00000168412,4543,chr4:187187098-187476721_MTNR1A_ENSG00000168412.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168418,93107,chr16:84255822-84273356_KCNG4_ENSG00000168418.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168421,399,chr4:40192672-40248587_RHOH_ENSG00000168421.8,0,10.5024,0,0.754798,1104.03,0,0.788611,17.4595,0,0,0,0,0,0,0,0,31.178
ENSG00000168427,377007,chr2:239047362-239061588_KLHL30_ENSG00000168427.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168434,91949,chr16:23399813-23468927_COG7_ENSG00000168434.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168438,51362,chr6:110501343-110679475_CDC40_ENSG00000168438.10,0,0,0,0,0,343.957,0,277.149,0,0,2.72911,638.907,0,0.614246,0,0,0
ENSG00000168439,10963,chr11:63952743-63972015_STIP1_ENSG00000168439.12,0,0.752974,245.571,0,0,0,1131.54,0,133.567,0,0,103.034,0,0,0,77.9678,14.5132
ENSG00000168447,6338,chr16:23289551-23392620_SCNN1B_ENSG00000168447.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168453,55806,chr8:21971927-21990897_HR_ENSG00000168453.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168454,84203,chr18:9885762-9889272_TXNDC2_ENSG00000168454.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168461,11031,chr18:9708161-9862548_RAB31_ENSG00000168461.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168476,80346,chr8:21995532-21999464_REEP4_ENSG00000168476.7,8.62699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168477,7148,chr6:32006041-32096030_TNXB_ENSG00000168477.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168481,203190,chr8:22004337-22021992_LGI3_ENSG00000168481.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168484,6440,chr8:22004337-22021992_SFTPC_ENSG00000168484.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168487,649,chr8:22022248-22069839_BMP1_ENSG00000168487.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113
ENSG00000168488,11273,chr16:28834355-28848558_ATXN2L_ENSG00000168488.14,129.695,94.4578,0,0,0,0,0,0,0,0,0,1.52344,0,0,0,0,0
ENSG00000168490,9796,chr8:22077221-22089854_PHYHIP_ENSG00000168490.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168491,256309,chr4:186347393-186393417_CCDC110_ENSG00000168491.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168495,661,chr8:22102616-22132675_POLR3D_ENSG00000168495.8,0,0,0,0,0,0,0,0,0,0,0,562.862,0,0,0,0,0
ENSG00000168496,2237,chr11:61447904-61634826_FEN1_ENSG00000168496.3,0,0,0,0,0,0,0,2.44622,0,0,0,6.46498,0,0,69.6837,0,0
ENSG00000168497,8436,chr2:192699027-193060435_SDPR_ENSG00000168497.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168502,23255,chr18:8695853-8832776_SOGA2_ENSG00000168502.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168505,2637,chr2:237073878-237203570_GBX2_ENSG00000168505.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168509,148738,chr1:145413094-145417545_HFE2_ENSG00000168509.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168515,10648,chr11:61957687-61961011_SCGB1D1_ENSG00000168515.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168517,124790,chr17:43224683-43248951_HEXIM2_ENSG00000168517.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168522,2339,chr8:42704779-42940931_FNTA_ENSG00000168522.8,10.6277,0,0,0,0,0,3.31628,0,0,0,0,3.54264,0,0,0.1161,0,609.257
ENSG00000168528,347735,chr1:31882411-31907525_SERINC2_ENSG00000168528.7,0,0,0,0,0,0,0,0,7.87585,0,0,0,0,0,0,0,0
ENSG00000168530,4632,chr2:211154873-211179914_MYL1_ENSG00000168530.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168538,60684,chr4:184580419-184634745_TRAPPC11_ENSG00000168538.11,244.398,0,425.756,0,3.89768,0,0,0,0,0,394.928,0,26.4066,0,0,0,0
ENSG00000168539,1128,chr11:62676150-62689279_CHRM1_ENSG00000168539.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168542,1281,chr2:189839045-189877472_COL3A1_ENSG00000168542.8,0,0.566918,0.137553,0,0,6.41491,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168546,2675,chr8:21547914-21669869_GFRA2_ENSG00000168546.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168556,3622,chr4:184426146-184432249_ING2_ENSG00000168556.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168564,55602,chr4:184365743-184369351_CDKN2AIP_ENSG00000168564.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168566,154007,chr6:7590431-7612200_SNRNP48_ENSG00000168566.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168569,79064,chr11:62538591-62559493_TMEM223_ENSG00000168569.7,0,0,0,0,0,0,0,0,303.524,0,0,0,0,0,0,0,0
ENSG00000168575,6575,chr8:42273992-42409603_SLC20A2_ENSG00000168575.5,0,0,0,0,0,0,0,0,0,0,0,1563.26,0,0,1.22294,0,0
ENSG00000168582,1418,chr2:209025463-209028300_CRYGA_ENSG00000168582.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168589,83657,chr16:80099732-80597032_DYNLRB2_ENSG00000168589.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168591,79089,chr17:42264337-42269099_TMUB2_ENSG00000168591.11,0,0,98.5521,31.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168594,11086,chr4:175750818-175900532_ADAM29_ENSG00000168594.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168610,6774,chr17:40465341-40540586_STAT3_ENSG00000168610.10,41.8904,0,31.7717,0,128.011,9.70292,0,0,751.57,0,288.551,0,7.80822,0,0,0,292.032
ENSG00000168612,90204,chr20:44509865-44513905_ZSWIM1_ENSG00000168612.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168615,8754,chr8:38854387-38962663_ADAM9_ENSG00000168615.7,1.85608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168619,8749,chr8:39442007-39587583_ADAM18_ENSG00000168619.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168621,2668,chr5:37812778-37839788_GDNF_ENSG00000168621.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168631,135656,chr6:30908748-30922639_DPCR1_ENSG00000168631.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
